proyecto,tipo_obra,fase,actividad,material,cantidad_material,costo_unitario,costo_material,horas_trabajadas,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,duracion_estimada,duracion_real,retraso_dias,ciudad,clima
Proyecto_34,Infraestructura,Cimentación,Excavación,Grava,,34287,582879,,2222496,3036322.10513922,2805375,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Pintura,Pintura,,20818,145726,,2829149,2965586.2133277156,2974875,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Pintura,Estuco,,199022,2388264,,2829149,5222854.8860902,5217413,,,,,,Bogotá,
Proyecto_33,Infraestructura,Cimentación,Excavación,Arena,,63249,63249,,1992576,1874633.9483171918,2055825,,,,,,Bogotá,
Proyecto_33,Infraestructura,Cimentación,Excavación,Grava,,67897,2512189,,1992576,4527062.481988503,4504765,,,,,,Bogotá,
Proyecto_16,Comercial,Instalaciones,Eléctrica,Cable,,175382,5436842,,2390202,7628887.198979087,7827044,,,,,,Bogotá,
Proyecto_16,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,93717,1405755,,2390202,4086036.4630569126,3795957,,,,,,Bogotá,
Proyecto_16,Comercial,Equipamiento,Cocina,Madera,,85968,343872,,2931856,3578135.3930310705,3275728,,,,,,Bogotá,
Proyecto_16,Comercial,Equipamiento,Cocina,Accesorios cocina,,29382,1439718,,2931856,4096763.333739188,4371574,,,,,,Bogotá,
Proyecto_39,Comercial,Acabados,Enchape,Cerámica,,182329,3828909,,1989416,6148741.788433929,5818325,,,,,,Bogotá,
Proyecto_7,Comercial,Estructura,Encofrado,Madera,,154636,4329808,,584190,5166664.250973678,4913998,,,,,,Bogotá,
Proyecto_1,Infraestructura,Equipamiento,Cocina,Madera,,118093,4251348,,2843570,7474931.188491948,7094918,,,,,,Bogotá,
Proyecto_1,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,21680,346880,,2843570,3272693.8806773177,3190450,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Excavación,Arena,,69466,3264902,,2155833,5059613.551868385,5420735,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Excavación,Grava,,36610,1061690,,2155833,3273419.6771900244,3217523,,,,,,Bogotá,
Proyecto_33,Infraestructura,Estructura,Encofrado,Madera,,81161,973932,,2819002,3455199.428419044,3792934,,,,,,Bogotá,
Proyecto_4,Comercial,Instalaciones,Sanitaria,Tubo 2in,,134962,5668404,,1659906,6883819.4932176685,7328310,,,,,,Bogotá,
Proyecto_4,Comercial,Instalaciones,Sanitaria,Tubo 4in,,42969,85938,,1659906,1798436.8224947082,1745844,,,,,,Bogotá,
Proyecto_16,Comercial,Estructura,Encofrado,Madera,,13468,53872,,2365022,2314740.5323076565,2418894,,,,,,Bogotá,
Proyecto_10,Infraestructura,Estructura,Acero,Acero,,82147,3285880,,748946,3888153.8933245274,4034826,,,,,,Bogotá,
Proyecto_11,Infraestructura,Estructura,Acero,Acero,,30518,1190202,,2831539,3972555.1851793565,4021741,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Sanitario,,182532,5841024,,2833902,8618767.995699128,8674926,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Lavamanos,,94995,1804905,,2833902,4248741.651669413,4638807,,,,,,Bogotá,
Proyecto_14,Residencial,Estructura,Acero,Acero,,110065,2201300,,1193392,3536863.3461128618,3394692,,,,,,Bogotá,
Proyecto_9,Residencial,Equipamiento,Cocina,Madera,,114812,5740600,,583135,6289997.344869406,6323735,,,,,,Bogotá,
Proyecto_9,Residencial,Equipamiento,Cocina,Accesorios cocina,,16091,370093,,583135,1005645.6193381674,953228,,,,,,Bogotá,
Proyecto_17,Infraestructura,Estructura,Encofrado,Madera,,80732,1291712,,1621159,2814264.08392709,2912871,,,,,,Bogotá,
Proyecto_18,Residencial,Cimentación,Pilotes,Cemento,,145559,1018913,,990484,1885612.0930560534,2009397,,,,,,Bogotá,
Proyecto_18,Residencial,Cimentación,Pilotes,Acero,,197898,2572674,,990484,3398854.4196158107,3563158,,,,,,Bogotá,
Proyecto_18,Residencial,Equipamiento,Baño,Sanitario,,57564,2014740,,1623066,3829982.6906136726,3637806,,,,,,Bogotá,
Proyecto_18,Residencial,Equipamiento,Baño,Lavamanos,,103949,727643,,1623066,2220893.295141998,2350709,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Cemento,,188860,1322020,,1253988,2393208.2500102357,2576008,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Acero,,182460,729840,,1253988,2146665.907658628,1983828,,,,,,Bogotá,
Proyecto_20,Infraestructura,Equipamiento,Cocina,Madera,,87343,873430,,1375949,2069841.826491347,2249379,,,,,,Bogotá,
Proyecto_20,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,57062,171186,,1375949,1695486.4127838274,1547135,,,,,,Bogotá,
Proyecto_33,Infraestructura,Estructura,Acero,Acero,,99762,4888338,,1532706,6233754.079703006,6421044,,,,,,Bogotá,
Proyecto_11,Infraestructura,Equipamiento,Cocina,Madera,,158053,158053,,2756783,3049501.9594942457,2914836,,,,,,Bogotá,
Proyecto_11,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,126194,4290596,,2756783,6578723.588049861,7047379,,,,,,Bogotá,
Proyecto_11,Infraestructura,Acabados,Enchape,Cerámica,,45119,1624284,,576355,2014962.5675106244,2200639,,,,,,Bogotá,
Proyecto_40,Infraestructura,Acabados,Enchape,Cerámica,,196511,3930220,,696656,5036952.43715941,4626876,,,,,,Bogotá,
Proyecto_1,Infraestructura,Estructura,Encofrado,Madera,,126725,3548300,,2269025,5853567.629533197,5817325,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Pintura,Pintura,,73495,587960,,1876722,2426340.377591872,2464682,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Pintura,Estuco,,177596,4617496,,1876722,6170216.6215714505,6494218,,,,,,Bogotá,
Proyecto_30,Comercial,Equipamiento,Baño,Sanitario,,117047,4096645,,997298,4882237.236721765,5093943,,,,,,Bogotá,
Proyecto_30,Comercial,Equipamiento,Baño,Lavamanos,,36708,1284780,,997298,2108621.010985818,2282078,,,,,,Bogotá,
Proyecto_24,Residencial,Estructura,Acero,Acero,,90738,3448044,,979200,4201810.5854636,4427244,,,,,,Bogotá,
Proyecto_22,Residencial,Instalaciones,Sanitaria,Tubo 2in,,120742,2173356,,1775564,3681920.272693345,3948920,,,,,,Bogotá,
Proyecto_22,Residencial,Instalaciones,Sanitaria,Tubo 4in,,58001,348006,,1775564,1989465.5648277793,2123570,,,,,,Bogotá,
Proyecto_18,Residencial,Instalaciones,Eléctrica,Cable,,157587,4097262,,653109,4434030.261658229,4750371,,,,,,Bogotá,
Proyecto_18,Residencial,Instalaciones,Eléctrica,Tubería eléctrica,,11893,392469,,653109,1126950.9670500967,1045578,,,,,,Bogotá,
Proyecto_8,Comercial,Acabados,Enchape,Cerámica,,13634,95438,,1839658,1982994.6140207562,1935096,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Sanitario,,100417,903753,,2697090,3781451.9879595917,3600843,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Lavamanos,,146351,1756212,,2697090,4555165.339479772,4453302,,,,,,Bogotá,
Proyecto_37,Residencial,Estructura,Acero,Acero,,166638,3999312,,1510608,5781819.738635059,5509920,,,,,,Bogotá,
Proyecto_23,Comercial,Estructura,Acero,Acero,,50521,353647,,2778596,3268139.8485504845,3132243,,,,,,Bogotá,
Proyecto_3,Comercial,Cimentación,Excavación,Arena,,20094,482256,,824506,1334246.1084385838,1306762,,,,,,Bogotá,
Proyecto_3,Comercial,Cimentación,Excavación,Grava,,50353,1359531,,824506,2356790.651557791,2184037,,,,,,Bogotá,
Proyecto_35,Infraestructura,Acabados,Enchape,Cerámica,,46643,1539219,,733387,2199064.389192475,2272606,,,,,,Bogotá,
Proyecto_19,Comercial,Equipamiento,Baño,Sanitario,,92494,1387410,,2804524,4130645.117429065,4191934,,,,,,Bogotá,
Proyecto_19,Comercial,Equipamiento,Baño,Lavamanos,,15982,31964,,2804524,3056084.0976170804,2836488,,,,,,Bogotá,
Proyecto_5,Comercial,Cimentación,Pilotes,Cemento,,133605,3072915,,2257571,5726730.24409995,5330486,,,,,,Bogotá,
Proyecto_5,Comercial,Cimentación,Pilotes,Acero,,132705,6104430,,2257571,9141003.331255741,8362001,,,,,,Bogotá,
Proyecto_32,Comercial,Acabados,Enchape,Cerámica,,64341,1608525,,2777182,4304439.539185488,4385707,,,,,,Bogotá,
Proyecto_24,Residencial,Estructura,Encofrado,Madera,,174166,1393328,,2418581,3575831.516915931,3811909,,,,,,Bogotá,
Proyecto_8,Comercial,Acabados,Pintura,Pintura,,90451,2442177,,637486,3205706.4048393653,3079663,,,,,,Bogotá,
Proyecto_8,Comercial,Acabados,Pintura,Estuco,,144965,2319440,,637486,2731176.8239504276,2956926,,,,,,Bogotá,
Proyecto_34,Infraestructura,Estructura,Acero,Acero,,12073,72438,,2132021,1987563.1435565131,2204459,,,,,,Bogotá,
Proyecto_16,Comercial,Estructura,Encofrado,Madera,,124715,1122435,,1576432,2444472.297185891,2698867,,,,,,Bogotá,
Proyecto_19,Comercial,Instalaciones,Contra incendio,Tubería incendio,,182005,4368120,,1355689,5993206.28117406,5723809,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Contra incendio,Tubería incendio,,107146,4714424,,2611759,7201681.57125844,7326183,,,,,,Bogotá,
Proyecto_16,Comercial,Acabados,Enchape,Cerámica,,107475,214950,,2113790,2216225.8320470387,2328740,,,,,,Bogotá,
Proyecto_3,Comercial,Equipamiento,Cocina,Madera,,63057,252228,,2457080,2765569.451915756,2709308,,,,,,Bogotá,
Proyecto_3,Comercial,Equipamiento,Cocina,Accesorios cocina,,84619,2538570,,2457080,5057568.551764435,4995650,,,,,,Bogotá,
Proyecto_38,Residencial,Acabados,Pintura,Pintura,,183196,183196,,1665686,1770703.7552323139,1848882,,,,,,Bogotá,
Proyecto_38,Residencial,Acabados,Pintura,Estuco,,180036,1260252,,1665686,2689805.754926931,2925938,,,,,,Bogotá,
Proyecto_22,Residencial,Estructura,Acero,Acero,,130484,4045004,,2766286,6717244.782384528,6811290,,,,,,Bogotá,
Proyecto_1,Infraestructura,Equipamiento,Baño,Sanitario,,112434,4609794,,1763353,5784865.250382175,6373147,,,,,,Bogotá,
Proyecto_1,Infraestructura,Equipamiento,Baño,Lavamanos,,157421,4407788,,1763353,6061815.598216973,6171141,,,,,,Bogotá,
Proyecto_30,Comercial,Cimentación,Excavación,Arena,,191858,767432,,2187067,2693625.2163934577,2954499,,,,,,Bogotá,
Proyecto_30,Comercial,Cimentación,Excavación,Grava,,110298,4742814,,2187067,7141064.724381713,6929881,,,,,,Bogotá,
Proyecto_39,Comercial,Instalaciones,Sanitaria,Tubo 2in,,182171,5829472,,1275054,7201228.56323564,7104526,,,,,,Bogotá,
Proyecto_39,Comercial,Instalaciones,Sanitaria,Tubo 4in,,75764,227292,,1275054,1648313.3322172367,1502346,,,,,,Bogotá,
Proyecto_15,Comercial,Acabados,Enchape,Cerámica,,175954,1583586,,2165891,3514087.768063849,3749477,,,,,,Bogotá,
Proyecto_6,Residencial,Estructura,Encofrado,Madera,,154943,4493347,,2499250,7637901.972595669,6992597,,,,,,Bogotá,
Proyecto_22,Residencial,Cimentación,Pilotes,Cemento,,181255,6162670,,1487405,7609887.267170457,7650075,,,,,,Bogotá,
Proyecto_22,Residencial,Cimentación,Pilotes,Acero,,20687,537862,,1487405,1934121.4984334246,2025267,,,,,,Bogotá,
Proyecto_3,Comercial,Estructura,Encofrado,Madera,,189221,7568840,,1959185,8629401.289528452,9528025,,,,,,Bogotá,
Proyecto_30,Comercial,Cimentación,Excavación,Arena,,46678,1867120,,1627540,3528689.5999368704,3494660,,,,,,Bogotá,
Proyecto_30,Comercial,Cimentación,Excavación,Grava,,86686,346744,,1627540,2127278.9761548783,1974284,,,,,,Bogotá,
Proyecto_14,Residencial,Estructura,Acero,Acero,,134976,1619712,,2258536,3971765.876751472,3878248,,,,,,Bogotá,
Proyecto_36,Infraestructura,Estructura,Acero,Acero,,130071,3121704,,784154,4005135.467356175,3905858,,,,,,Bogotá,
Proyecto_38,Residencial,Equipamiento,Cocina,Madera,,167884,5036520,,1686478,7024632.085443552,6722998,,,,,,Bogotá,
Proyecto_38,Residencial,Equipamiento,Cocina,Accesorios cocina,,76538,2755368,,1686478,4271752.590498005,4441846,,,,,,Bogotá,
Proyecto_28,Infraestructura,Estructura,Encofrado,Madera,,33252,399024,,2180970,2786938.8833850627,2579994,,,,,,Bogotá,
Proyecto_22,Residencial,Equipamiento,Baño,Sanitario,,138039,690195,,2773408,3674896.237794537,3463603,,,,,,Bogotá,
Proyecto_22,Residencial,Equipamiento,Baño,Lavamanos,,135267,405801,,2773408,3328667.264020305,3179209,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Excavación,Arena,,127497,892479,,2038860,2958410.1679745945,2931339,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Excavación,Grava,,126921,2665341,,2038860,4380434.4480675915,4704201,,,,,,Bogotá,
Proyecto_27,Residencial,Cimentación,Pilotes,Cemento,,85619,1284285,,604314,1788882.4687646676,1888599,,,,,,Bogotá,
Proyecto_27,Residencial,Cimentación,Pilotes,Acero,,117228,2461788,,604314,3213247.1869499157,3066102,,,,,,Bogotá,
Proyecto_27,Residencial,Cimentación,Pilotes,Cemento,,94665,2555955,,1649223,4371795.30003217,4205178,,,,,,Bogotá,
Proyecto_27,Residencial,Cimentación,Pilotes,Acero,,88665,177330,,1649223,1833846.2617127236,1826553,,,,,,Bogotá,
Proyecto_25,Residencial,Equipamiento,Cocina,Madera,,133018,1729234,,1885298,3895192.9996530996,3614532,,,,,,Bogotá,
Proyecto_25,Residencial,Equipamiento,Cocina,Accesorios cocina,,87467,4198416,,1885298,6597019.976771394,6083714,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Pintura,Pintura,,24495,734850,,1525558,2129544.697348241,2260408,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Pintura,Estuco,,145981,6423164,,1525558,7232703.008142876,7948722,,,,,,Bogotá,
Proyecto_36,Infraestructura,Equipamiento,Cocina,Madera,,110193,1763088,,502478,2255275.2032346604,2265566,,,,,,Bogotá,
Proyecto_36,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,87726,2017698,,502478,2615314.692009324,2520176,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Cocina,Madera,,158171,7592208,,2641262,11129440.52205059,10233470,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Cocina,Accesorios cocina,,109445,1422785,,2641262,4363497.0361887915,4064047,,,,,,Bogotá,
Proyecto_21,Infraestructura,Instalaciones,Eléctrica,Cable,,193803,1938030,,1342944,3037578.5404008357,3280974,,,,,,Bogotá,
Proyecto_21,Infraestructura,Instalaciones,Eléctrica,Tubería eléctrica,,27115,813450,,1342944,2305696.395777536,2156394,,,,,,Bogotá,
Proyecto_29,Infraestructura,Equipamiento,Cocina,Madera,,70820,1912140,,1419467,3349467.2346416195,3331607,,,,,,Bogotá,
Proyecto_29,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,171273,4966917,,1419467,5830202.862447359,6386384,,,,,,Bogotá,
Proyecto_11,Infraestructura,Equipamiento,Cocina,Madera,,152015,5928585,,670768,6677853.739349852,6599353,,,,,,Bogotá,
Proyecto_11,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,87715,2631450,,670768,3466563.526170663,3302218,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Pilotes,Cemento,,72374,1085610,,1047408,2179752.8558534505,2133018,,,,,,Bogotá,
Proyecto_35,Infraestructura,Cimentación,Pilotes,Acero,,169862,6964342,,1047408,8100245.565635113,8011750,,,,,,Bogotá,
Proyecto_24,Residencial,Instalaciones,Sanitaria,Tubo 2in,,117142,1054278,,2699659,3760162.616746824,3753937,,,,,,Bogotá,
Proyecto_24,Residencial,Instalaciones,Sanitaria,Tubo 4in,,30821,30821,,2699659,2585678.147014713,2730480,,,,,,Bogotá,
Proyecto_1,Infraestructura,Estructura,Encofrado,Madera,,116609,4314533,,2180638,5939031.273741645,6495171,,,,,,Bogotá,
Proyecto_21,Infraestructura,Instalaciones,Contra incendio,Tubería incendio,,97673,3906920,,2249049,6411305.460030674,6155969,,,,,,Bogotá,
Proyecto_7,Comercial,Equipamiento,Cocina,Madera,,15298,535430,,2870813,3235098.203308248,3406243,,,,,,Bogotá,
Proyecto_7,Comercial,Equipamiento,Cocina,Accesorios cocina,,179501,2513014,,2870813,5604695.250030401,5383827,,,,,,Bogotá,
Proyecto_6,Residencial,Acabados,Enchape,Cerámica,,25716,591468,,2489758,2882569.933317894,3081226,,,,,,Bogotá,
Proyecto_37,Residencial,Instalaciones,Contra incendio,Tubería incendio,,77320,1701040,,2451949,4512928.7852341365,4152989,,,,,,Bogotá,
Proyecto_40,Infraestructura,Estructura,Encofrado,Madera,,95562,4109166,,1200416,5061396.027736005,5309582,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Enchape,Cerámica,,105534,3271554,,1139561,4169054.113639048,4411115,,,,,,Bogotá,
Proyecto_35,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,187782,2253384,,2913468,4995352.115672867,5166852,,,,,,Bogotá,
Proyecto_35,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,151544,3637056,,2913468,6341741.54000657,6550524,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Excavación,Arena,,24594,344316,,2374267,2738491.917355816,2718583,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Excavación,Grava,,42704,768672,,2374267,2848132.40030292,3142939,,,,,,Bogotá,
Proyecto_9,Residencial,Acabados,Enchape,Cerámica,,187947,5450463,,2404222,7834517.450433524,7854685,,,,,,Bogotá,
Proyecto_36,Infraestructura,Acabados,Pintura,Pintura,,20494,737784,,1590604,2467462.0822344124,2328388,,,,,,Bogotá,
Proyecto_36,Infraestructura,Acabados,Pintura,Estuco,,110859,3325770,,1590604,5036090.211870438,4916374,,,,,,Bogotá,
Proyecto_33,Infraestructura,Estructura,Encofrado,Madera,,128944,1934160,,868601,2789085.8600236923,2802761,,,,,,Bogotá,
Proyecto_9,Residencial,Equipamiento,Baño,Sanitario,,171728,1717280,,2643755,4562106.813196669,4361035,,,,,,Bogotá,
Proyecto_9,Residencial,Equipamiento,Baño,Lavamanos,,187888,6763968,,2643755,10026232.038949614,9407723,,,,,,Bogotá,
Proyecto_5,Comercial,Acabados,Pintura,Pintura,,23924,502404,,633023,1042870.9656449776,1135427,,,,,,Bogotá,
Proyecto_5,Comercial,Acabados,Pintura,Estuco,,119322,835254,,633023,1445940.980707585,1468277,,,,,,Bogotá,
Proyecto_2,Residencial,Equipamiento,Cocina,Madera,,140245,4628085,,1273555,5406806.155982437,5901640,,,,,,Bogotá,
Proyecto_2,Residencial,Equipamiento,Cocina,Accesorios cocina,,27066,1109706,,1273555,2386108.674716816,2383261,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Baño,Sanitario,,51593,1444604,,1661971,2989203.0323208557,3106575,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Baño,Lavamanos,,113952,1823232,,1661971,3144912.384158645,3485203,,,,,,Bogotá,
Proyecto_27,Residencial,Equipamiento,Baño,Sanitario,,199661,6389152,,1650677,8843641.666028539,8039829,,,,,,Bogotá,
Proyecto_27,Residencial,Equipamiento,Baño,Lavamanos,,195733,8416519,,1650677,10615871.739650723,10067196,,,,,,Bogotá,
Proyecto_29,Infraestructura,Instalaciones,Contra incendio,Tubería incendio,,49460,1434340,,1984754,3168313.388770823,3419094,,,,,,Bogotá,
Proyecto_30,Comercial,Cimentación,Pilotes,Cemento,,185540,6122820,,1910211,8164760.232387865,8033031,,,,,,Bogotá,
Proyecto_30,Comercial,Cimentación,Pilotes,Acero,,53155,1913580,,1910211,4169397.801416495,3823791,,,,,,Bogotá,
Proyecto_34,Infraestructura,Acabados,Pintura,Pintura,,12526,388306,,945648,1248860.5113603296,1333954,,,,,,Bogotá,
Proyecto_34,Infraestructura,Acabados,Pintura,Estuco,,171064,5816176,,945648,6092550.3866031645,6761824,,,,,,Bogotá,
Proyecto_18,Residencial,Equipamiento,Cocina,Madera,,36055,721100,,2252163,2717003.933602356,2973263,,,,,,Bogotá,
Proyecto_18,Residencial,Equipamiento,Cocina,Accesorios cocina,,112297,1909049,,2252163,4141196.793159995,4161212,,,,,,Bogotá,
Proyecto_25,Residencial,Estructura,Encofrado,Madera,,123748,6187400,,2891131,8470447.975973612,9078531,,,,,,Bogotá,
Proyecto_18,Residencial,Instalaciones,Sanitaria,Tubo 2in,,139449,6693552,,1771300,8681678.445836818,8464852,,,,,,Bogotá,
Proyecto_18,Residencial,Instalaciones,Sanitaria,Tubo 4in,,14176,14176,,1771300,1847253.051224757,1785476,,,,,,Bogotá,
Proyecto_35,Infraestructura,Acabados,Enchape,Cerámica,,148039,6809794,,917668,7488455.515995159,7727462,,,,,,Bogotá,
Proyecto_26,Comercial,Equipamiento,Baño,Sanitario,,49298,887364,,789491,1805878.1015440999,1676855,,,,,,Bogotá,
Proyecto_26,Comercial,Equipamiento,Baño,Lavamanos,,145717,582868,,789491,1365735.7624705345,1372359,,,,,,Bogotá,
Proyecto_13,Infraestructura,Cimentación,Pilotes,Cemento,,60159,2767314,,500801,3555177.483220266,3268115,,,,,,Bogotá,
Proyecto_13,Infraestructura,Cimentación,Pilotes,Acero,,59701,776113,,500801,1347632.3180106895,1276914,,,,,,Bogotá,
Proyecto_24,Residencial,Cimentación,Pilotes,Cemento,,192435,3078960,,2987818,5601574.545609087,6066778,,,,,,Bogotá,
Proyecto_24,Residencial,Cimentación,Pilotes,Acero,,29318,703632,,2987818,4044006.932060301,3691450,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Cemento,,59567,416969,,1491058,1808723.188573704,1908027,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Acero,,125243,6011664,,1491058,6909778.305128848,7502722,,,,,,Bogotá,
Proyecto_17,Infraestructura,Equipamiento,Baño,Sanitario,,76481,229443,,950586,1247483.1399293365,1180029,,,,,,Bogotá,
Proyecto_17,Infraestructura,Equipamiento,Baño,Lavamanos,,129375,6468750,,950586,7722687.239002342,7419336,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,35401,460213,,1451783,2086030.6575322647,1911996,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,14572,276868,,1451783,1567418.7018172005,1728651,,,,,,Bogotá,
Proyecto_33,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,116929,3858657,,2185274,6281588.1026638085,6043931,,,,,,Bogotá,
Proyecto_33,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,187456,2811840,,2185274,4734569.095646418,4997114,,,,,,Bogotá,
Proyecto_23,Comercial,Estructura,Acero,Acero,,165529,2979522,,526201,3435270.8011246882,3505723,,,,,,Bogotá,
Proyecto_22,Residencial,Estructura,Encofrado,Madera,,72473,579784,,576102,1131573.696593926,1155886,,,,,,Bogotá,
Proyecto_9,Residencial,Equipamiento,Cocina,Madera,,144855,2317680,,2520736,5087114.125296607,4838416,,,,,,Bogotá,
Proyecto_9,Residencial,Equipamiento,Cocina,Accesorios cocina,,93069,3815829,,2520736,5773921.318660997,6336565,,,,,,Bogotá,
Proyecto_26,Comercial,Acabados,Enchape,Cerámica,,40746,1833570,,2710270,4611284.92576969,4543840,,,,,,Bogotá,
Proyecto_29,Infraestructura,Acabados,Pintura,Pintura,,162257,5192224,,1599087,7377451.939903295,6791311,,,,,,Bogotá,
Proyecto_29,Infraestructura,Acabados,Pintura,Estuco,,94953,2088966,,1599087,3482309.860935222,3688053,,,,,,Bogotá,
Proyecto_14,Residencial,Cimentación,Excavación,Arena,,22389,559725,,2397404,2897105.8938843585,2957129,,,,,,Bogotá,
Proyecto_14,Residencial,Cimentación,Excavación,Grava,,94801,3223234,,2397404,5707723.928426497,5620638,,,,,,Bogotá,
Proyecto_29,Infraestructura,Equipamiento,Baño,Sanitario,,178606,2500484,,1113271,3480831.5611490835,3613755,,,,,,Bogotá,
Proyecto_29,Infraestructura,Equipamiento,Baño,Lavamanos,,127820,5624080,,1113271,6443994.269344951,6737351,,,,,,Bogotá,
Proyecto_16,Comercial,Estructura,Acero,Acero,,146118,146118,,1479300,1704451.117868438,1625418,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Excavación,Arena,,165513,4965390,,2256521,6640279.362023656,7221911,,,,,,Bogotá,
Proyecto_34,Infraestructura,Cimentación,Excavación,Grava,,15270,488640,,2256521,2772378.3447032175,2745161,,,,,,Bogotá,
